,0,1,2
194,3.93761456968,t178,t195
195,3.9417238799,t21,t196
196,3.94543324258,t84,t197
197,3.94558171217,t178,t198
198,3.94761471865,t192,t199
199,3.95206923483,t119,t200
200,3.95602956095,t21,t201
201,3.95851234147,t115,t202
202,3.96873177284,t185,t203
203,3.97828405491,t124,t204
204,3.98155172279,t181,t205
205,3.98360751485,t168,t206
206,3.98370500289,t179,t207
207,3.98596805687,t196,t208
208,3.98743661066,t46,t209
209,3.99255277076,t62,t210
210,3.99776386308,t161,t211
211,3.99819213159,t189,t212
212,3.99819511019,t67,t213
213,3.99888217358,t152,t214
214,4.00081466213,t176,t215
215,4.00533374224,t202,t216
216,4.00594076051,t151,t217
217,4.01010990886,t182,t218
218,4.01050556012,t207,t219
219,4.01286967949,t175,t220
220,4.02107507829,t92,t221
221,4.02158996295,t197,t222
222,4.03039392377,t164,t223
223,4.03187069377,t210,t224
224,4.03216056155,t223,t225
225,4.03240786896,t8,t226
226,4.04274732034,t194,t227
227,4.04730930308,t180,t228
228,4.05071535799,t120,t229
229,4.05832725354,t62,t230
230,4.05955457983,t124,t231
231,4.06511073871,t43,t232
232,4.0675297945,t210,t233
233,4.0708258965,t117,t234
234,4.07363638764,t119,t235
235,4.07564418141,t158,t236
236,4.07867260559,t84,t237
237,4.07944633915,t218,t238
238,4.0830165277,t199,t239
239,4.10074170146,t180,t240
240,4.10568537055,t185,t241
241,4.10892470445,t95,t242
242,4.12186548269,t120,t243
243,4.12283748022,t230,t244
244,4.12487807621,t193,t245
245,4.12722250132,t200,t246
246,4.13038384072,t243,t247
247,4.13284039276,t203,t248
248,4.13927611369,t232,t249
249,4.14205415558,t43,t250
250,4.14326115199,t112,t251
251,4.14433186351,t86,t252
252,4.14531125873,t105,t253
253,4.14665300152,t117,t254
254,4.15070192455,t171,t255
255,4.15178316304,t240,t256
256,4.15251369791,t190,t257
257,4.15427762774,t181,t258
258,4.15988537164,t235,t259
259,4.1661334553,t21,t260
260,4.17234101483,t193,t261
261,4.1747697896,t219,t262
262,4.17488745357,t230,t263
263,4.17567631173,t240,t264
264,4.18009111947,t164,t265
265,4.19418011578,t200,t266
266,4.19975605058,t243,t267
267,4.20000330009,t106,t268
268,4.20242759075,t254,t269
269,4.20331488427,t260,t270
270,4.20766070741,t140,t271
271,4.20913661264,t67,t272
272,4.20996342424,t241,t273
273,4.21211422132,t183,t274
274,4.21547227618,t260,t275
275,4.22547305074,t225,t276
276,4.23178940407,t181,t277
277,4.23264892498,t232,t278
278,4.23347549442,t248,t279
279,4.23682210173,t257,t280
280,4.23845345935,t221,t281
281,4.23933701491,t208,t282
282,4.24198936321,t253,t283
283,4.24351489337,t278,t284
284,4.24943896503,t112,t285
285,4.25130105913,t111,t286
286,4.25144190313,t88,t287
287,4.25958615638,t257,t288
288,4.26273084801,t248,t289
289,4.26522412302,t263,t290
290,4.26585491574,t258,t291
291,4.27016239259,t140,t292
292,4.27542271476,t197,t293
293,4.27760541667,t120,t294
294,4.27793797695,t175,t295
295,4.28349988609,t249,t296
296,4.28762119476,t166,t297
297,4.28811120641,t178,t298
298,4.29091213347,t185,t299
299,4.29377374451,t189,t300
300,4.29636968486,t200,t301
301,4.29933783083,t111,t302
302,4.30204494056,t222,t303
303,4.30293868173,t148,t304
304,4.30358106872,t200,t305
305,4.30793258604,t260,t306
306,4.31118293537,t153,t307
307,4.31170319091,t207,t308
308,4.31513130332,t305,t309
309,4.31633775662,t162,t310
310,4.31694571967,t120,t311
311,4.32048953643,t191,t312
312,4.32328490281,t111,t313
313,4.32519401164,t164,t314
314,4.32645532564,t291,t315
315,4.3269813971,t235,t316
316,4.32806173466,t176,t317
317,4.32857583234,t287,t318
318,4.33301111226,t180,t319
319,4.33619870757,t293,t320
320,4.34139155768,t232,t321
321,4.34322622803,t228,t322
322,4.34741252161,t178,t323
323,4.35057772004,t290,t324
324,4.35193451267,t312,t325
325,4.35193950521,t95,t326
326,4.35525241735,t198,t327
327,4.35783971808,t294,t328
328,4.36401112742,t197,t329
329,4.36753377015,t277,t330
330,4.37005527295,t218,t331
331,4.37186843546,t276,t332
332,4.37731966961,t198,t333
333,4.3778959853,t148,t334
334,4.38180579319,t238,t335
335,4.38670127558,t228,t336
336,4.38755152796,t297,t337
337,4.38837230632,t238,t338
338,4.39322494798,t190,t339
339,4.39656695721,t211,t340
340,4.39759689383,t181,t341
341,4.40989282559,t176,t342
342,4.41197990053,t244,t343
343,4.41594529782,t308,t344
344,4.41707091774,t67,t345
345,4.42114252963,t111,t346
346,4.42566885627,t318,t347
347,4.42771153393,t241,t348
348,4.42989016075,t238,t349
349,4.43078987327,t311,t350
350,4.4339237548,t305,t351
351,4.43432178969,t344,t352
352,4.44026917853,t197,t353
353,4.44238508866,t178,t354
354,4.44256172963,t221,t355
355,4.44314063445,t331,t356
356,4.44420770673,t265,t357
357,4.44757695618,t180,t358
358,4.45531679278,t276,t359
359,4.45543849917,t346,t360
360,4.45808979976,t292,t361
361,4.45913135658,t233,t362
362,4.47205694726,t164,t363
363,4.47223373809,t345,t364
364,4.47364384166,t258,t365
365,4.47568409812,t356,t366
366,4.47570334086,t359,t367
367,4.47637617353,t364,t368
368,4.4768102779,t279,t369
369,4.4835695607,t203,t370
370,4.48396895651,t190,t371
371,4.48505553367,t125,t372
372,4.49127845495,t297,t373
373,4.49285294155,t284,t374
374,4.49362039539,t285,t375
375,4.49425114298,t84,t376
376,4.49512096014,t361,t377
377,4.49519763488,t171,t378
378,4.49534527038,t220,t379
379,4.4954976965,t264,t380
380,4.49956093645,t377,t381
381,4.50593801685,t191,t382
382,4.5061533124,t277,t383
383,4.5077299999,t219,t384
384,4.50849336653,t272,t385
385,4.50991171566,t178,t386
386,4.51089204328,t360,t387
387,4.5130788885,t370,t388
388,4.51441546848,t367,t389
389,4.52316137306,t389,t390
390,4.5232708248,t389,t391
391,4.5254351505,t357,t392
392,4.52676443406,t247,t393
393,4.53075800682,t64,t394
394,4.53171975731,t278,t395
395,4.53588713985,t248,t396
396,4.54232922968,t275,t397
397,4.54420762291,t360,t398
398,4.54866435704,t213,t399
399,4.55013458901,t242,t400
400,4.5518202756,t338,t401
401,4.55324026772,t308,t402
402,4.55590826003,t154,t403
403,4.55772715377,t43,t404
404,4.55877066469,t301,t405
405,4.56385932991,t357,t406
406,4.56477809982,t263,t407
407,4.56962480226,t339,t408
408,4.56969927586,t156,t409
409,4.57012557678,t392,t410
410,4.57356506239,t270,t411
411,4.57469305047,t326,t412
412,4.57752806401,t261,t413
413,4.5806887545,t369,t414
414,4.58277774028,t218,t415
415,4.58365699754,t153,t416
416,4.58543783997,t374,t417
417,4.5912821084,t309,t418
418,4.59352689833,t326,t419
419,4.59402986887,t353,t420
420,4.59804488687,t406,t421
421,4.60247076649,t153,t422
422,4.60371409607,t373,t423
423,4.60843583446,t378,t424
424,4.61386454659,t299,t425
425,4.61774077631,t334,t426
426,4.61935689323,t199,t427
427,4.62327221298,t319,t428
428,4.62599464974,t385,t429
429,4.63343981087,t180,t430
430,4.63629097244,t344,t431
431,4.63685755557,t211,t432
432,4.64120199196,t395,t433
433,4.64411541693,t276,t434
434,4.64514092701,t343,t435
435,4.64765891926,t181,t436
436,4.65246884699,t284,t437
437,4.65967355453,t343,t438
438,4.6612681228,t290,t439
439,4.66259611869,t406,t440
440,4.6643673986,t429,t441
441,4.66601582101,t329,t442
442,4.66664390654,t206,t443
443,4.66712221651,t324,t444
444,4.66773730786,t241,t445
445,4.66781713811,t92,t446
446,4.67411300289,t267,t447
447,4.67891915318,t287,t448
448,4.69231447363,t344,t449
449,4.69247424868,t415,t450
450,4.69909413128,t346,t451
451,4.70366922079,t415,t452
452,4.70475030023,t399,t453
453,4.70780095085,t290,t454
454,4.70800302051,t164,t455
455,4.71314479285,t84,t456
456,4.71432973537,t239,t457
457,4.71584241836,t318,t458
458,4.71660379241,t258,t459
459,4.71729086432,t453,t460
460,4.71778348249,t422,t461
461,4.71872534804,t447,t462
462,4.72112456551,t309,t463
463,4.72133889269,t231,t464
464,4.72637442485,t111,t465
465,4.73082887509,t364,t466
466,4.75079483919,t390,t467
467,4.75356208614,t383,t468
468,4.76259057486,t372,t469
469,4.77279310115,t445,t470
470,4.77482056365,t190,t471
471,4.77848203741,t359,t472
472,4.78246352867,t402,t473
473,4.78299524653,t154,t474
474,4.78405472001,t382,t475
475,4.78432610736,t373,t476
476,4.78534296082,t342,t477
477,4.78606311736,t96,t478
478,4.7885743473,t328,t479
479,4.79069098505,t140,t480
480,4.79120811463,t395,t481
481,4.79131893238,t441,t482
482,4.79253067174,t461,t483
483,4.79497128673,t190,t484
484,4.79581610965,t444,t485
485,4.79755727658,t257,t486
486,4.79816202576,t96,t487
487,4.79894028635,t463,t488
488,4.80103013794,t364,t489
489,4.80225405568,t233,t490
490,4.80887919806,t452,t491
491,4.81361503813,t263,t492
492,4.8282780631,t218,t493
493,4.83081176902,t364,t494
494,4.831586054,t198,t495
495,4.83338124706,t271,t496
496,4.83379420829,t278,t497
497,4.8392461912,t491,t498
498,4.83932009198,t476,t499
499,4.84098037974,t468,t500
500,4.84140384062,t497,t501
501,4.84346547992,t384,t502
502,4.84470868435,t498,t503
503,4.84602865699,t253,t504
504,4.84654526864,t462,t505
505,4.84733669388,t452,t506
506,4.8476161774,t383,t507
507,4.84827234358,t401,t508
508,4.84958377552,t411,t509
509,4.85168264395,t405,t510
510,4.85455781967,t141,t511
511,4.85509277173,t166,t512
512,4.85608828783,t213,t513
513,4.86455764839,t258,t514
514,4.86562350544,t514,t515
515,4.86692820222,t191,t516
516,4.86706627096,t464,t517
517,4.86923049667,t373,t518
518,4.86997022619,t451,t519
519,4.87129089755,t511,t520
520,4.87706364678,t343,t521
521,4.87796643801,t302,t522
522,4.88088457024,t241,t523
523,4.88291662982,t489,t524
524,4.88312765926,t206,t525
525,4.8851389295,t462,t526
526,4.88514408462,t425,t527
527,4.88614533929,t501,t528
528,4.89576516984,t352,t529
529,4.89887317345,t372,t530
530,4.90136970046,t459,t531
531,4.90235289257,t420,t532
532,4.90239943412,t171,t533
533,4.90259519024,t525,t534
534,4.90334929156,t156,t535
535,4.90494046363,t501,t536
536,4.90876761716,t261,t537
537,4.90923094947,t175,t538
538,4.90923796417,t148,t539
539,4.9105414361,t451,t540
540,4.91117875721,t490,t541
541,4.91175248289,t298,t542
542,4.91350988255,t287,t543
543,4.91518663266,t343,t544
544,4.91620253999,t439,t545
545,4.91825324025,t322,t546
546,4.92191623754,t253,t547
547,4.92383263219,t188,t548
548,4.92582074058,t263,t549
549,4.93130512257,t489,t550
550,4.93232313539,t424,t551
551,4.93267111065,t396,t552
552,4.94022231648,t171,t553
553,4.94109025335,t24,t554
554,4.94724157038,t310,t555
555,4.94815204402,t321,t556
556,4.95200556039,t298,t557
557,4.95382392105,t355,t558
558,4.96027566713,t432,t559
559,4.96290463251,t510,t560
560,4.96407030619,t520,t561
561,4.96430331287,t384,t562
562,4.96856942755,t310,t563
563,4.9688466192,t247,t564
564,4.96939796951,t190,t565
565,4.9708626181,t484,t566
566,4.97351680688,t510,t567
567,4.97371642021,t420,t568
568,4.97707737651,t561,t569
569,4.9806647556,t364,t570
570,4.98313267656,t524,t571
571,4.98319219406,t524,t572
572,4.99504577932,t519,t573
573,4.99998492197,t562,t574
574,5.00062187482,t299,t575
575,5.00478612982,t540,t576
576,5.00617961726,t326,t577
577,5.00859152769,t232,t578
578,5.00925477265,t483,t579
579,5.01014845726,t461,t580
580,5.01659856505,t349,t581
581,5.01908459464,t575,t582
582,5.01980019811,t529,t583
583,5.02125674341,t347,t584
584,5.02360005073,t191,t585
585,5.02361542966,t571,t586
586,5.02414410482,t329,t587
587,5.02873739211,t211,t588
588,5.02942566658,t373,t589
589,5.03108257101,t424,t590
590,5.0312511207,t432,t591
591,5.03755738657,t590,t592
592,5.03797936699,t563,t593
593,5.03938683955,t300,t594
594,5.04184791795,t548,t595
595,5.04269176536,t208,t596
596,5.04513959958,t208,t597
597,5.04550174165,t545,t598
598,5.04619787518,t589,t599
599,5.0462191314,t301,t600
600,5.04655484958,t439,t601
601,5.04772973466,t391,t602
602,5.04936145353,t361,t603
603,5.05000203215,t347,t604
604,5.05191840946,t302,t605
605,5.05308422069,t114,t606
606,5.05499782332,t206,t607
607,5.05640646543,t590,t608
608,5.05947451495,t232,t609
609,5.06168137665,t393,t610
610,5.06599223825,t416,t611
611,5.06666347839,t306,t612
612,5.0676000063,t346,t613
613,5.0723352581,t483,t614
614,5.07373583781,t173,t615
615,5.07701768555,t493,t616
616,5.0819221595,t298,t617
617,5.08331663938,t608,t618
618,5.08527676381,t287,t619
619,5.08879416414,t528,t620
620,5.09403219806,t188,t621
621,5.0973347939,t465,t622
622,5.09856212792,t558,t623
623,5.09875423052,t352,t624
624,5.10022935729,t521,t625
625,5.10234637217,t543,t626
626,5.10308742762,t423,t627
627,5.10428383952,t620,t628
628,5.10434271217,t584,t629
629,5.10530127092,t218,t630
630,5.10543086925,t21,t631
631,5.10595413269,t377,t632
632,5.10818846413,t485,t633
633,5.10936018364,t453,t634
634,5.11123813586,t125,t635
635,5.11327634502,t609,t636
636,5.1137549405,t602,t637
637,5.120342385,t569,t638
638,5.12149104106,t587,t639
639,5.12160069944,t432,t640
640,5.12208703999,t498,t641
641,5.12269959694,t359,t642
642,5.12282863712,t446,t643
643,5.12504050741,t478,t644
644,5.12608124355,t619,t645
645,5.12772747252,t477,t646
646,5.12798658113,t494,t647
647,5.1304063251,t491,t648
648,5.13096175386,t234,t649
649,5.1342468865,t529,t650
650,5.13601090475,t354,t651
651,5.13764597234,t537,t652
652,5.1415564144,t580,t653
653,5.14452598352,t627,t654
654,5.14463542027,t320,t655
655,5.14505774465,t603,t656
656,5.1456323953,t535,t657
657,5.14592891591,t641,t658
658,5.14870952487,t156,t659
659,5.14878474876,t377,t660
660,5.14902199459,t420,t661
661,5.14968927012,t373,t662
662,5.15191997091,t624,t663
663,5.15241202413,t247,t664
664,5.15406161012,t509,t665
665,5.15545756035,t642,t666
666,5.15747340711,t606,t667
667,5.1586360806,t377,t668
668,5.15926444398,t637,t669
669,5.15957326879,t660,t670
670,5.16480669823,t501,t671
671,5.16698326731,t529,t672
672,5.16879259097,t547,t673
673,5.17018609092,t517,t674
674,5.17442595181,t634,t675
675,5.17470561977,t320,t676
676,5.17479677153,t509,t677
677,5.17676433135,t644,t678
678,5.1771522839,t214,t679
679,5.17893265338,t673,t680
680,5.18012509681,t506,t681
681,5.18203654865,t667,t682
682,5.1820457487,t272,t683
683,5.19153233401,t579,t684
684,5.19178204013,t611,t685
685,5.19265914656,t329,t686
686,5.19300704119,t666,t687
687,5.19344269422,t501,t688
688,5.19709423387,t477,t689
689,5.19771381488,t681,t690
690,5.20017063841,t195,t691
691,5.20552430883,t539,t692
692,5.20689414346,t329,t693
693,5.20732832378,t474,t694
694,5.2082901661,t589,t695
695,5.21298795884,t642,t696
696,5.21830307968,t258,t697
697,5.21883081402,t568,t698
698,5.21960254979,t614,t699
699,5.2216030546,t342,t700
700,5.22226520668,t652,t701
701,5.22453595911,t569,t702
702,5.22503851372,t541,t703
703,5.22508156445,t634,t704
704,5.22546467429,t300,t705
705,5.22658754725,t488,t706
706,5.2284895675,t114,t707
707,5.2300049033,t190,t708
708,5.2306228119,t367,t709
709,5.23063665002,t43,t710
710,5.23654479597,t485,t711
711,5.23659359114,t231,t712
712,5.23676388316,t663,t713
713,5.23784748414,t473,t714
714,5.24136553176,t707,t715
715,5.2449208465,t195,t716
716,5.24766457724,t242,t717
717,5.24780195438,t644,t718
718,5.24906181756,t480,t719
719,5.24945981439,t386,t720
720,5.25175822914,t181,t721
721,5.25294226046,t675,t722
722,5.25356143021,t499,t723
723,5.25792747097,t448,t724
724,5.25856866935,t373,t725
725,5.25925310082,t168,t726
726,5.26129066894,t482,t727
727,5.26367150318,t188,t728
728,5.26592846312,t505,t729
729,5.26652909002,t473,t730
730,5.26696495327,t300,t731
731,5.26860756407,t631,t732
732,5.26955716732,t192,t733
733,5.27070010829,t695,t734
734,5.27159606939,t464,t735
735,5.2720960352,t43,t736
736,5.27631972558,t173,t737
737,5.27677669811,t208,t738
738,5.27684016934,t647,t739
739,5.27781400489,t546,t740
740,5.27936640768,t595,t741
741,5.27945779796,t509,t742
742,5.27950733047,t241,t743
743,5.27992952867,t21,t744
744,5.28384564113,t439,t745
745,5.28557437727,t714,t746
746,5.28646881258,t391,t747
747,5.29011478114,t501,t748
748,5.29396657392,t662,t749
749,5.29441249251,t423,t750
750,5.29555356263,t498,t751
751,5.29899861818,t350,t752
752,5.30019320611,t231,t753
753,5.30177574092,t489,t754
754,5.30246363877,t166,t755
755,5.30475780278,t112,t756
756,5.30897441253,t491,t757
757,5.30933366264,t738,t758
758,5.31138058224,t742,t759
759,5.31216155487,t206,t760
760,5.31247230685,t470,t761
761,5.31780768683,t519,t762
762,5.32169021825,t387,t763
763,5.32180004134,t641,t764
764,5.32272618933,t706,t765
765,5.32417289197,t503,t766
766,5.3273719241,t148,t767
767,5.328791782,t511,t768
768,5.33138517608,t619,t769
769,5.33303269263,t600,t770
770,5.33417329254,t343,t771
771,5.33521037257,t608,t772
772,5.33523667999,t181,t773
773,5.33679713382,t708,t774
774,5.33731810777,t634,t775
775,5.33767662804,t694,t776
776,5.33786823634,t744,t777
777,5.33790513402,t625,t778
778,5.34798470009,t359,t779
779,5.34823736939,t734,t780
780,5.35135639044,t710,t781
781,5.35340074165,t480,t782
782,5.35454950507,t453,t783
783,5.35527292042,t762,t784
784,5.35530330209,t329,t785
785,5.35682348927,t614,t786
786,5.35876787237,t466,t787
787,5.36057844513,t712,t788
788,5.36159960536,t257,t789
789,5.36204649303,t678,t790
790,5.36277705878,t423,t791
791,5.36330260354,t771,t792
792,5.36365879882,t661,t793
793,5.36434841646,t632,t794
794,5.3647774454,t630,t795
795,5.36944362328,t679,t796
796,5.37245069766,t504,t797
797,5.37252791826,t416,t798
798,5.3777872648,t300,t799
799,5.37820509269,t287,t800
800,5.37823360506,t173,t801
801,5.37944843979,t402,t802
802,5.37945916486,t653,t803
803,5.38134888933,t308,t804
804,5.38298792297,t545,t805
805,5.38513459408,t531,t806
806,5.3856820549,t549,t807
807,5.38682174521,t420,t808
808,5.38759308605,t258,t809
809,5.38956512384,t153,t810
810,5.39523261354,t708,t811
811,5.39674247434,t803,t812
812,5.39737064891,t681,t813
813,5.39772709421,t247,t814
814,5.40313119705,t582,t815
815,5.40395059039,t581,t816
816,5.40407296612,t694,t817
817,5.40413013802,t406,t818
818,5.40506689412,t258,t819
819,5.40563737376,t298,t820
820,5.40582870428,t406,t821
821,5.40624161169,t717,t822
822,5.40662304376,t377,t823
823,5.40704367103,t807,t824
824,5.40844246311,t570,t825
825,5.40957012878,t322,t826
826,5.41206298558,t625,t827
827,5.41322992192,t693,t828
828,5.41367503829,t630,t829
829,5.41375718646,t472,t830
830,5.41391585368,t485,t831
831,5.41440824438,t199,t832
832,5.41615364919,t320,t833
833,5.41698888138,t779,t834
834,5.41846061543,t218,t835
835,5.41963038213,t528,t836
836,5.42008250715,t480,t837
837,5.42202009113,t355,t838
838,5.42208253187,t265,t839
839,5.42912125201,t466,t840
840,5.42930267049,t352,t841
841,5.42937263919,t698,t842
842,5.42973714362,t548,t843
843,5.42983628705,t685,t844
844,5.43010922091,t387,t845
845,5.43323539966,t818,t846
846,5.43447857173,t725,t847
847,5.43452542495,t343,t848
848,5.43452584393,t326,t849
849,5.43679741488,t843,t850
850,5.43875813891,t218,t851
851,5.43927204176,t634,t852
852,5.43938871669,t739,t853
853,5.44115652391,t383,t854
854,5.44222147678,t758,t855
855,5.44280609285,t811,t856
856,5.4449004809,t625,t857
857,5.44513238066,t801,t858
858,5.44675971544,t440,t859
859,5.44745259518,t662,t860
860,5.44770179129,t778,t861
861,5.44843440003,t700,t862
862,5.45149762833,t396,t863
863,5.45186364801,t365,t864
864,5.45312714726,t792,t865
865,5.45378879046,t258,t866
866,5.4538965014,t627,t867
867,5.45736567769,t804,t868
868,5.45785932714,t732,t869
869,5.46050639633,t653,t870
870,5.46261875168,t540,t871
871,5.46482376933,t845,t872
872,5.46589525238,t642,t873
873,5.46742988549,t637,t874
874,5.46773573279,t800,t875
875,5.46926514706,t790,t876
876,5.47242692611,t547,t877
877,5.47352766573,t824,t878
878,5.47488529403,t728,t879
879,5.47535344888,t843,t880
880,5.47585372821,t803,t881
881,5.47724224568,t860,t882
882,5.47801023469,t771,t883
883,5.47841947981,t84,t884
884,5.47957310141,t340,t885
885,5.48092911964,t340,t886
886,5.4813789089,t691,t887
887,5.48204803923,t423,t888
888,5.48299806267,t639,t889
889,5.48340341434,t490,t890
890,5.48409734965,t628,t891
891,5.48495118308,t759,t892
892,5.49116023035,t444,t893
893,5.4919857716,t581,t894
894,5.49219506945,t776,t895
895,5.49237388161,t663,t896
896,5.49239205278,t253,t897
897,5.49334706701,t885,t898
898,5.49417058665,t350,t899
899,5.49476458348,t261,t900
900,5.49772295902,t495,t901
901,5.49821921968,t454,t902
902,5.50055553352,t675,t903
903,5.50081298956,t570,t904
904,5.50169813217,t831,t905
905,5.50267563971,t778,t906
906,5.50281776189,t426,t907
907,5.50549705528,t610,t908
908,5.50729347392,t153,t909
909,5.50933675529,t684,t910
910,5.51061937072,t516,t911
911,5.51197627988,t649,t912
912,5.51200198521,t784,t913
913,5.51212105227,t852,t914
914,5.51334433665,t571,t915
915,5.51475509033,t507,t916
916,5.5167255259,t648,t917
917,5.51779069194,t842,t918
918,5.51809465092,t247,t919
919,5.51813992498,t691,t920
920,5.51823716282,t749,t921
921,5.51936132315,t739,t922
922,5.52012017132,t863,t923
923,5.52204331363,t855,t924
924,5.523579399,t168,t925
925,5.52437912829,t627,t926
926,5.52807224242,t658,t927
927,5.52875721934,t308,t928
928,5.52899635639,t524,t929
929,5.53171900739,t848,t930
930,5.53205469965,t371,t931
931,5.533423463,t173,t932
