,0,1
303,t796,6.466843787340468
304,t797,6.637474873258668
305,t791,6.54711548211006
306,t792,6.513328364167503
307,t152,4.294056244882631
308,t153,5.581714403032312
309,t150,4.043395670054134
310,t151,4.09032833775517
311,t156,5.85468464959964
312,t157,3.8838307462176678
313,t154,5.033751829847477
314,t155,4.414702516214368
315,t158,5.633162474125892
316,t159,3.9708116005150256
317,t2633,6.738962594455535
318,t2428,6.834277538158945
319,t2424,6.860524400482915
320,t2427,6.67739515643386
321,t2426,6.763392589764611
322,t2352,6.5901067782601555
323,t2423,6.525025310372223
324,t2422,6.789738761028463
325,t2541,6.942877430813736
326,t3115,6.91206033744379
327,t563,5.06868668900813
328,t562,5.075131073402781
329,t561,5.118573500614863
330,t560,5.457018428681233
331,t567,5.051083125460847
332,t566,6.822572710837359
333,t565,5.493092099188426
334,t564,5.373430709626815
335,t569,5.954273605443499
336,t2739,6.6424398780691245
337,t2229,6.911178379282587
338,t2228,6.520983128204176
339,t2731,6.70262723429022
340,t2222,6.922460599172513
341,t2221,6.7708206900088195
342,t2226,6.424475968099721
343,t2224,6.568000613453795
344,t899,5.498968405331221
345,t898,5.496546930031523
346,t893,6.505880650138967
347,t892,5.58373581644239
348,t891,6.2590145617954
349,t890,5.583410935493385
350,t897,6.370980999272319
351,t896,6.079562090015548
352,t894,5.655649375667251
353,t419,4.663919054619765
354,t418,4.6634677063875944
355,t417,5.4758655208840095
356,t416,5.750296523124969
357,t415,5.228364450506414
358,t413,4.791637632789824
359,t412,4.685065012325887
360,t411,6.500524307497928
361,t410,5.22950352607565
362,t1338,5.9655430187574945
363,t1339,6.380542278592305
364,t1998,6.303869115133669
365,t1999,6.553905958405518
366,t968,5.872109010379902
367,t967,6.397436377254688
368,t1331,6.857790448075344
369,t1996,6.438463442329811
370,t964,6.493404788952263
371,t1334,6.4058668789857265
372,t1991,6.4482844442899205
373,t1992,6.3156440086076335
374,t960,6.294945679087953
375,t1510,6.181216502110474
376,t1047,6.347658372915701
377,t1512,6.892312139704421
378,t1513,6.065974400680089
379,t1514,6.548762868967959
380,t1043,5.68959491906391
381,t1516,6.681635248484516
382,t1519,6.1879882959421595
383,t1049,6.149355148028994
384,t1196,6.669832409188177
385,t1191,5.892773582654156
386,t1192,6.330202177809646
387,t1193,5.9513745471431765
388,t1198,5.943166007154585
389,t1199,6.203504183938057
390,t1424,6.689295236378842
391,t1311,6.157705201887229
392,t1421,6.129842032824306
393,t1422,6.593807326887376
394,t1316,6.4304467901022635
395,t984,6.818109290434722
396,t1314,6.739866688643038
397,t3535,6.9616661156422515
398,t1608,6.520333045833721
399,t1609,6.086985510786996
400,t1607,6.834788746743009
401,t1601,6.542880353534015
402,t1602,6.124848993938805
403,t1603,6.772842262666309
404,t3532,6.963241266115593
405,t2007,6.726508171611018
406,t751,6.6600696687594345
407,t2557,6.664493782526401
408,t2556,6.809877729196799
409,t1934,6.944811467265209
410,t3539,6.951821137511331
411,t2001,6.384130564143068
412,t757,6.104490047572714
413,t365,5.914851590228819
414,t364,5.17246477062848
415,t367,5.33036646740708
416,t366,4.827353423735888
417,t361,5.448809074838061
418,t360,4.624304926718372
419,t363,4.690602595073586
420,t362,4.5401113748611115
421,t369,4.691072020739127
422,t368,4.945672624250244
423,t1539,6.973181837480952
424,t1930,6.975338445257734
425,t3349,6.85736260327202
426,t3347,6.9514836754230895
427,t14,2.26637773088867
428,t15,3.1445876488331783
429,t16,2.2614693724480803
430,t17,1.844135702005596
431,t10,1.7521350126413318
432,t11,1.3438330847814877
433,t12,2.612968364501779
434,t13,2.5178423015066307
435,t61,2.7831700441813956
436,t18,2.9091444680910494
437,t19,3.4071693725476537
438,t2502,6.6736042101854105
439,t2507,6.695638088945801
440,t788,6.052820446024317
441,t787,6.245648416708484
442,t3019,6.852941282188826
443,t785,6.400904277488764
444,t784,6.271934397860936
445,t783,6.201918201247186
446,t782,5.81955231714063
447,t781,6.7988120644892005
448,t780,5.472128252086084
449,t1972,6.298221741407916
450,t149,3.8138154658337347
451,t148,5.803959651673444
452,t1973,6.472406671986108
453,t145,3.631217767197439
454,t144,3.6793857452957583
455,t147,3.595731723045048
456,t146,4.055200444101335
457,t141,5.0893028146752854
458,t140,5.395587241675706
459,t143,3.846108621946495
460,t142,3.588660237392833
461,t3299,6.932555915178786
462,t1971,6.361825530839156
463,t3290,6.904366229912542
464,t3741,6.930597082691424
465,t3292,6.866297207290892
466,t1974,6.760832064470757
467,t3548,6.90181204449918
468,t2348,6.648736655539137
469,t1037,6.2669563594486055
470,t3124,6.929635936295361
471,t3123,6.7971114738750975
472,t3121,6.960655493455153
473,t1036,5.914290768852979
474,t2436,6.701242397783816
475,t584,6.138930941694518
476,t2435,6.949928194858
477,t2344,6.854382685833489
478,t1035,5.93472063859807
479,t3129,6.938393196400214
480,t1032,6.0426643884048765
481,t1031,5.843116665013603
482,t2253,6.448474331145554
483,t2250,6.837029176683989
484,t558,5.779700898354279
485,t559,6.2692376165614965
486,t556,5.149502291369708
487,t557,5.365849116731163
488,t554,5.272791383088711
489,t555,6.001105372306454
490,t552,5.63440041028539
491,t553,5.129165734534108
492,t550,6.178768241260481
493,t551,5.319893801278298
494,t2236,6.959131362656993
495,t1859,6.249604669514247
496,t2706,6.7049283862130595
497,t2233,6.9596546617689174
498,t1855,6.875722891212958
499,t2178,6.96128402058875
500,t1857,6.3358060896164545
501,t1856,6.951152537680955
502,t2239,6.529985379996065
503,t1852,6.214569397136821
504,t2728,6.623909487052952
505,t2709,6.760348661357972
506,t2726,6.669023579402303
507,t1295,6.491467608426132
508,t1294,6.36640313733362
509,t1292,5.876088217362762
510,t1291,6.862760332359658
511,t1290,6.110302430422414
512,t3263,6.969059561645526
513,t1298,6.380918451105666
514,t428,5.056627597325511
515,t429,6.371377235317303
516,t422,5.164995721345613
517,t423,6.838666515782105
518,t421,5.284912174135331
519,t427,4.825909966668073
520,t424,5.372981251466553
521,t425,4.89831982874178
522,t2656,6.602024669701361
523,t958,6.24821643349121
524,t959,6.550932529622183
525,t952,6.182727409954786
526,t950,6.434367224007617
527,t951,6.571852982031343
528,t956,6.224259682058809
529,t957,6.279831233094635
530,t955,6.478624139246039
531,t1072,6.164670063399559
532,t1071,5.909477026813376
533,t1070,6.207373102609184
534,t1077,5.73690399443113
535,t1076,6.383284154010441
536,t1075,6.441798936501284
537,t1074,6.8627975513166435
538,t1079,6.0950493490105915
539,t1078,5.757076005455472
540,t2099,6.634892435163143
541,t582,5.660613969189032
542,t1451,6.543403709411404
543,t1453,6.8153476472645975
544,t1454,6.4812152850459
545,t1456,6.429887576326976
546,t1459,6.253615591159868
547,t1458,6.690029682113238
548,t1672,6.20485574759301
549,t1675,6.73189772259183
550,t1674,6.960642709653556
551,t1925,6.842321913350729
552,t1705,6.968500579622338
553,t1704,6.600582657148765
554,t1700,6.472880465312314
555,t1702,6.287914540887457
556,t1709,6.615093174499988
557,t1927,6.381701734517695
558,t310,5.749265654725766
559,t311,4.512680587706922
560,t312,4.518077659056034
561,t313,4.614645103640411
562,t314,4.350682345302691
563,t315,4.421770261681219
564,t316,4.41899416194826
565,t317,4.547933777849874
566,t318,5.877131340406594
567,t2176,6.499589074628628
568,t932,6.598212966473054
569,t933,5.5569248198756975
570,t228,5.052407461993565
571,t229,4.523651647214507
572,t224,4.25585868969701
573,t225,4.524275181490223
574,t226,4.7541182888266835
575,t227,4.505872941630973
576,t220,4.539934730505193
577,t221,4.9198114953949235
578,t222,4.370895768489749
579,t223,5.192014494525984
580,t680,6.0417023090284685
581,t29,2.210445481240733
582,t28,2.796267566779536
583,t526,6.121955653258763
584,t21,5.951529616501157
585,t20,2.2864890019988695
586,t23,4.033657921316375
587,t22,2.3928575492657633
588,t25,2.766953490848434
589,t24,6.277277767464967
590,t27,2.377354845371772
591,t26,2.7767537417310373
592,t524,6.901239423354701
593,t2505,6.630552090906284
594,t521,5.130033907701691
595,t1858,6.787402332824997
596,t2537,6.6651573349528705
597,t2535,6.50852671960503
598,t2534,6.6762348033481755
599,t2533,6.800932374250395
600,t2531,6.549557508708574
601,t2530,6.707571904327031
602,t138,3.637490993947756
603,t139,3.7562013532918828
604,t2509,6.748525239329132
605,t130,3.7229639652807878
606,t131,4.201885784036633
607,t132,3.9130257308907397
608,t133,4.20020343281282
609,t134,3.5950826187823477
610,t135,3.529416762180712
611,t136,3.910677365702434
612,t137,3.9674629757709123
613,t3289,6.829542082067181
614,t3281,6.8054185510029015
615,t3286,6.780727892971675
616,t3285,6.910642224563112
617,t2959,6.905491125258332
618,t3132,6.7590757061986135
619,t2408,6.463247342034776
620,t3138,6.771468756623827
621,t2401,6.560249933861346
622,t2406,6.625840140297521
623,t2405,6.504476233466992
624,t2895,6.921510561326792
625,t2392,6.619536751404729
626,t2396,6.740074568159822
627,t2395,6.947787769411876
628,t549,6.26331917985567
629,t548,6.12269642301427
630,t541,5.495716407853344
631,t543,5.150390431906656
632,t545,5.571175691871839
633,t544,4.923175613929437
634,t547,6.151137965423901
635,t546,5.560282515375157
636,t2717,6.950642404814357
637,t2240,6.400417475694821
638,t2715,6.64278709871552
639,t2244,6.888480081584439
640,t2247,6.9252770939152475
641,t2246,6.4503092713365024
642,t1847,6.244032394970994
643,t1844,6.279164202086829
644,t1845,6.366480482127202
645,t1843,6.255844712571594
646,t2719,6.82999213434643
647,t1841,6.401771909965319
648,t2086,6.537738274360023
649,t2084,6.899403233976613
650,t2082,6.813304417175089
651,t1280,6.649365539420376
652,t1282,5.969086986332457
653,t1283,6.803061203862684
654,t1285,6.228709087314053
655,t1287,6.217592007740368
656,t1289,6.84027608139002
657,t435,5.072453899033032
658,t434,4.693814580836953
659,t437,4.932056826942096
660,t436,4.890487141320302
661,t431,5.9837237877337
662,t430,5.132823352092514
663,t433,4.687884024121594
664,t432,5.135621462237183
665,t439,6.338252543088782
666,t438,6.944111018898482
667,t945,6.392659156670931
668,t944,6.768745121220573
669,t947,6.415285342188325
670,t941,6.076922306862113
671,t940,6.221422883060333
672,t943,5.805542605053179
673,t942,5.983741036623576
674,t949,6.531803102235818
675,t948,6.049638376782886
676,t2663,6.566251402655943
677,t2662,6.597599420664189
678,t2661,6.6335762233404605
679,t2888,6.91348594522584
680,t2886,6.944279481598519
681,t2884,6.777130034095602
682,t1068,5.6940322610818574
683,t1069,6.036538240090465
684,t1067,5.940509542154626
685,t1060,6.78663239019719
686,t1061,6.052125129794913
687,t1063,6.315202552084039
688,t1380,6.968048357679869
689,t2869,6.903327711432804
690,t2868,6.887577754299289
691,t1443,6.2145209927852925
692,t1440,6.268167937423472
693,t1441,6.847564535130036
694,t1446,6.076711301795043
695,t1447,6.669830731189102
696,t1444,6.350922113049162
697,t1445,6.642544456777313
698,t1449,6.311823170390848
699,t1668,6.527165445651592
700,t1666,6.154445558601531
701,t1665,6.292484973819863
702,t1714,6.451583237321702
703,t1715,6.14054999851616
704,t1712,6.88415476761153
705,t1713,6.59141826602173
706,t1710,6.2475647083765296
707,t1711,6.30930892455316
708,t1718,6.155758623296137
709,t1719,6.556480482398811
710,t848,6.623189911745198
711,t303,5.32285806175901
712,t302,5.327178402770268
713,t301,5.404839477314719
714,t307,4.419382767366428
715,t306,5.18028611114028
716,t305,5.292755338528501
717,t304,4.830135059245334
718,t309,5.777939857266245
719,t308,5.790314702511203
720,t1477,6.049417670513441
721,t731,5.7284911514577805
722,t2025,6.644973228049856
723,t846,5.646982388682243
724,t737,5.836011680862809
725,t2142,6.701826569252003
726,t3120,6.771397496921974
727,t843,5.7250356535733795
728,t1125,6.8966332581538445
729,t1127,6.719740707360647
730,t1654,6.137709245042056
731,t239,5.458090002115435
732,t238,6.03245537754324
733,t237,4.304652138709918
734,t236,4.6521603986866555
735,t235,4.654630393877897
736,t234,6.7364620822571855
737,t233,5.675820417005776
738,t232,6.617692619648503
739,t231,5.509475927127287
740,t230,4.575224572563534
741,t38,2.292346396134448
742,t39,3.81170127661792
743,t36,3.5659445605104088
744,t37,2.326725784199625
745,t34,2.2680169201796194
746,t35,2.5975866749776433
747,t32,3.2523859498719223
748,t33,2.5595404577333167
749,t30,2.3487531381080005
750,t31,5.4965652061655375
751,t2528,6.529379251018636
752,t2522,6.832374309393343
753,t2523,6.6227096512816725
754,t2524,6.760180713000977
755,t2146,6.863085935939923
756,t2527,6.815010899943136
757,t129,3.764595174526927
758,t128,3.7077253373970023
759,t2629,6.6550287213421315
760,t123,3.5176181097389265
761,t122,3.902914060597121
762,t121,3.554189607207434
763,t120,4.499348855043324
764,t127,3.5649959346409967
765,t126,3.574693156000622
766,t125,5.153934729725251
767,t124,4.0595773287731145
768,t2415,6.480690519695096
769,t2417,6.82726139679137
770,t2412,6.953387095751707
771,t2413,6.540597755097519
772,t3439,6.9606224564318735
773,t2388,6.607118268854953
774,t2387,6.973681698645304
775,t2380,6.5034359389422844
776,t2252,6.788678408724139
777,t1914,6.292869935414409
778,t2702,6.766768959742299
779,t2703,6.776334150478967
780,t2704,6.666591979391059
781,t2257,6.534425693105379
782,t2254,6.474844230938707
783,t1872,6.62641236080396
784,t2258,6.516407310462498
785,t2259,6.9653912714415025
786,t1916,6.887067208758886
787,t1875,6.906867064694753
788,t2090,6.638960250559523
789,t2091,6.409587524413392
790,t2093,6.623879983292055
791,t2094,6.681253213055746
792,t2095,6.7782506855685325
793,t3651,6.937128938675356
794,t651,5.312315088113214
795,t1911,6.882676088169451
796,t1279,5.868806567154503
797,t1278,6.934354701333577
798,t1275,6.503167807504108
799,t1274,6.306870837926826
800,t1277,6.969977818705395
801,t1276,6.334202913924462
802,t1273,5.925589951757629
803,t1272,6.791146475296892
804,t440,5.782276319071257
805,t441,4.9451189508019
806,t442,4.82469073974211
807,t443,6.032409485343999
808,t444,6.444093320676556
809,t445,5.988181064920645
810,t446,5.466452635861072
811,t447,4.726932417087129
812,t449,4.920635188056685
813,t1468,6.872363554032432
814,t930,6.4555987753640665
815,t687,5.747213577307
816,t684,6.226015872390271
817,t685,5.659913046498987
818,t682,5.866656983382679
819,t683,5.857094434454208
820,t936,6.393321894037249
821,t937,6.196426414891853
822,t938,5.856373258654168
823,t939,6.030989705938019
824,t688,5.229425911623994
825,t689,5.34839510161618
826,t2899,6.695697870954735
827,t2679,6.639052448070784
828,t2677,6.709484124482192
829,t2894,6.778024334939925
830,t2671,6.708881739654081
831,t2897,6.8131776727256455
832,t1019,6.0224227359000535
833,t1011,6.052214139698195
834,t1010,6.241679111210139
835,t1013,6.284055186528451
836,t1012,5.721649346290696
837,t1015,5.7577381452012615
838,t1014,5.819245405366627
839,t1017,6.1424182062401975
840,t1016,5.711044824764028
841,t1389,6.752568345514738
842,t1388,6.187773305343672
843,t1381,6.00310763544052
844,t2230,6.939138044387031
845,t1382,6.377037063053538
846,t1385,6.509740568585196
847,t1387,6.032647311457494
848,t1386,6.475946716599304
849,t592,6.0618005976574185
850,t593,5.9656555316662745
851,t590,6.2086509721869705
852,t591,5.094366672926214
853,t596,5.901786727893911
854,t597,6.955084534142117
855,t594,6.13166800411942
856,t595,5.888989320571471
857,t844,6.192583510283796
858,t845,5.753138373344459
859,t598,5.472745574492574
860,t1474,6.112571780182676
861,t840,6.273141414157707
862,t1472,6.251123024888629
863,t1470,6.084064004809697
864,t1657,6.399526467507817
865,t1656,6.452391947758456
866,t1655,6.161816565755436
867,t1126,6.117598720549598
868,t1121,6.366556032977586
869,t1120,6.296309253535058
870,t1651,6.8544935047970865
871,t1129,5.8621684617353855
872,t1128,5.732796041282979
873,t1659,6.582731870287828
874,t1850,6.452653607281742
875,t1494,6.277150177495703
876,t1497,6.217250053632253
877,t1496,6.0342251222509455
878,t1491,6.011292432295386
879,t1490,6.497692350214501
880,t1492,6.5160336590703976
881,t1499,6.753201800806249
882,t3082,6.920851599390661
883,t2338,6.700103763160918
884,t3634,6.918320258366714
885,t1723,6.893463942164406
886,t1722,6.8351393551002495
887,t1727,6.495928308013577
888,t1726,6.894909767590731
889,t1728,6.411785884183892
890,t2489,6.938248379620614
891,t338,4.643286146392076
892,t339,4.8180839401022615
893,t336,4.494850955750541
894,t337,4.4961520167414655
895,t334,4.837654788747867
896,t335,4.413486810379888
897,t332,4.913267123327266
898,t333,4.470520671777348
899,t330,6.743273703396144
900,t331,4.607098038401043
901,t2973,6.732160600054454
902,t2800,6.663821375820927
903,t208,6.082799783942451
904,t209,4.464642906482626
905,t202,4.061773026855533
906,t203,4.889975795890733
907,t200,4.831229554386967
908,t201,3.993882484995466
909,t206,6.218910853133306
910,t207,4.861496122829329
911,t204,4.152747114700441
912,t205,4.129651345781883
913,t1463,6.057448187177741
914,t116,3.910051404056331
915,t117,5.242039377650128
916,t114,5.821883278832716
917,t115,4.395084380153501
918,t112,6.50354277199234
919,t113,3.4179657242120056
920,t110,4.055729688098364
921,t111,5.909569159692326
922,t118,3.900001028690386
923,t119,4.910695638095355
924,t3736,6.961785060185321
925,t1918,6.516216661897123
926,t1259,6.165639956346927
927,t2465,6.8336023577032305
928,t2467,6.698012543596755
929,t2466,6.679076795740714
930,t2468,6.78586501174075
931,t2565,6.71077411912089
932,t2560,6.582348825993703
933,t3423,6.975361386672656
934,t2563,6.85490081451863
935,t1865,6.215119672495763
936,t1860,6.458330780929134
937,t1861,6.808137154645894
938,t1862,6.777520342027689
939,t1868,6.694405795546053
940,t1869,6.782395148487237
941,t2444,6.6194448147081735
942,t2269,6.651879531485189
943,t2158,6.4055263432720215
944,t2260,6.795760117957404
945,t2655,6.906441967665359
946,t2069,6.541154729938716
947,t2068,6.359681344806652
948,t629,6.893962206086525
949,t2064,6.789127539991742
950,t2067,6.513398901050723
951,t2066,6.7233867996804
952,t2063,6.564091473811488
953,t2287,6.751701224987263
954,t2281,6.4568262747298935
955,t2280,6.904032653833658
956,t1268,6.928355140599078
957,t2282,6.89117393579363
958,t1266,6.057662008050843
959,t1267,6.9457118065984
960,t1262,6.009894405163623
961,t1263,6.797602347392959
962,t1261,5.95915942917701
963,t453,6.075812052933031
964,t452,4.92876597983716
965,t450,5.215274737443077
966,t457,4.720491174039546
967,t456,5.650083598695686
968,t455,4.715855089906033
969,t454,6.253235429863568
970,t459,5.045595024868535
971,t458,5.4488000356843855
972,t923,5.978129367331722
973,t690,5.678199395270445
974,t921,5.787006366667041
975,t920,5.591889184788495
976,t927,5.713699723978357
977,t926,6.186297871912569
978,t697,6.035623962551467
979,t696,5.227688909167561
980,t698,5.5541160149064455
981,t929,5.828678981025198
982,t2609,6.63641138197101
983,t2608,6.636373012374799
984,t1332,5.98516944575225
985,t2607,6.758996866199141
986,t2606,6.788908794331463
987,t1008,6.896241625411683
988,t1002,6.029440635702525
989,t1003,5.769108607020507
990,t1000,6.5033352278310135
991,t1001,5.84292202679689
992,t1006,5.776995287722302
993,t1004,6.592148699746447
994,t1005,6.737523302044773
995,t2843,6.800623038574349
996,t1398,6.101769647500473
997,t2840,6.687947680367409
998,t2847,6.725783248662001
999,t2845,6.922147373141897
1000,t1392,6.5056693827849115
1001,t1393,6.782166192436965
1002,t1390,5.931217403581623
1003,t2848,6.873140002027121
1004,t1396,6.0419301191926325
1005,t1397,6.774353507019129
1006,t1394,6.446181480921438
1007,t2115,6.845728013657275
1008,t1469,6.903597005664429
1009,t2116,6.360841618855136
1010,t589,6.851195222123398
1011,t588,5.634354713871546
1012,t859,5.625916577723954
1013,t858,5.63154101419938
1014,t857,5.7027213861547965
1015,t1461,6.257385122853683
1016,t855,6.160860878652676
1017,t586,6.10787735388608
1018,t1464,6.263838334630041
