,0,1
0,t3480,6.946303295786967
1,t777,6.205998742657625
2,t775,5.996979324790226
3,t772,5.338829892705601
4,t770,5.723847548053472
5,t778,5.508688491215654
6,t174,4.127322518415831
7,t175,5.003790432061136
8,t2579,6.711895756874819
9,t177,3.9691168510011825
10,t170,4.313722514758761
11,t171,5.429010904602386
12,t172,3.846523552592264
13,t3007,6.886997121702214
14,t2570,6.648954253974324
15,t178,4.626746916570927
16,t179,4.100973487192351
17,t619,5.6530210826466405
18,t1959,6.297935052804191
19,t2682,6.638535449560623
20,t2686,6.595044920709208
21,t611,5.442340736553518
22,t610,6.614015870725039
23,t613,5.397483224869681
24,t612,5.733345760498112
25,t615,5.524922265588023
26,t617,5.411904883265986
27,t616,6.548131778788935
28,t2370,6.467953593560853
29,t2379,6.680994112623346
30,t2378,6.64245544907313
31,t3176,6.848031040928899
32,t3177,6.756926899430151
33,t505,5.894530684019287
34,t504,5.379794225665022
35,t507,5.533463421086148
36,t506,5.5952402756571695
37,t501,5.41633215854511
38,t500,6.3310459122608025
39,t503,5.716228148438646
40,t502,5.1865812602433845
41,t509,5.622471490802465
42,t508,6.525044683232263
43,t2198,6.531233656788862
44,t2644,6.9131498299102665
45,t2194,6.436562799151853
46,t2197,6.9197371638603
47,t2190,6.7637295864647395
48,t2193,6.951810841893083
49,t2752,6.74849441250585
50,t1889,6.2461198842339005
51,t2756,6.625929996827322
52,t2755,6.648112383516373
53,t2978,6.833666431391774
54,t1882,6.510868788346491
55,t1883,6.290045003881084
56,t1880,6.48165132567518
57,t2206,6.388559570613824
58,t2201,6.488153500207676
59,t1887,6.3113953962008145
60,t1884,6.3670282569452725
61,t1885,6.331086151601962
62,t1409,6.617376422882063
63,t1406,6.339411923658403
64,t1407,6.013846565728972
65,t1404,6.504069053605129
66,t1405,6.057124014501199
67,t1402,6.307062630099789
68,t1403,6.163678058320626
69,t1400,6.60717630462515
70,t1401,6.711758515200042
71,t1330,5.982028308025918
72,t2996,6.902782314296851
73,t2990,6.793615463912737
74,t2993,6.8099949704861285
75,t2125,6.3466305000677625
76,t3004,6.688786975199456
77,t965,6.499519729380815
78,t3005,6.878205795079059
79,t1082,6.5149118076593915
80,t1083,5.715573870127801
81,t1080,5.907060883867928
82,t1081,6.520388083686798
83,t1086,6.210733279167943
84,t1087,6.2002553236427795
85,t983,6.388239745814418
86,t962,5.888528534811373
87,t981,6.195536102321416
88,t980,5.9061713656404935
89,t1310,6.118426053711078
90,t982,5.986142566636927
91,t985,6.045174959454361
92,t961,5.890298979399033
93,t987,6.009510833237254
94,t1315,6.095828180268069
95,t989,5.95213583425536
96,t988,5.612436988924097
97,t1318,6.250128308176468
98,t1319,5.888913591065045
99,t1046,5.841240802312386
100,t3559,6.962562885773052
101,t1045,6.716578120076371
102,t1532,6.041597507990513
103,t1533,6.31029358936664
104,t1530,6.095918803572621
105,t1536,6.7763828577765
106,t1537,6.198979199312647
107,t1534,6.975588231816131
108,t1535,6.27456016554502
109,t1692,6.6324085017707635
110,t1164,6.2847753132191375
111,t1626,6.432482687811894
112,t1625,6.73196325869753
113,t1695,6.224437171502515
114,t1621,6.375285958262649
115,t1628,6.921281591744228
116,t1629,6.584912005699777
117,t3096,6.8478972937927605
118,t193,4.255503456627942
119,t189,4.720590371108246
120,t188,5.840624754330261
121,t181,5.55097858967533
122,t180,4.85854464259957
123,t183,6.354374470717191
124,t182,4.02229685153679
125,t185,5.090551380803131
126,t184,3.986289818990641
127,t187,4.727274217896143
128,t186,3.9002117744055655
129,t349,5.062933576146898
130,t348,4.754632624745154
131,t347,5.542203822629871
132,t346,6.97212436275782
133,t345,4.512856153272647
134,t344,5.30778045319651
135,t343,6.496999122173875
136,t342,5.876734281068153
137,t341,4.510985861557855
138,t340,6.479535667806028
139,t1958,6.364822350970939
140,t2680,6.9485943797495535
141,t1950,6.869809540807489
142,t3362,6.810710402395829
143,t2688,6.707209553687215
144,t1952,6.636907919764791
145,t72,2.9059200657823703
146,t70,2.851076673087682
147,t71,3.055586211392501
148,t76,3.4914966095931446
149,t77,4.830930419226291
150,t74,3.5515152284874927
151,t75,2.885015771415449
152,t78,3.317263332806128
153,t79,3.8446686879762844
154,t2564,6.524021079074451
155,t760,6.296648643316445
156,t763,6.572817690397419
157,t762,6.003062821613434
158,t765,5.436853668930864
159,t767,5.501222802411163
160,t766,6.406643043391921
161,t769,5.524388581724532
162,t167,4.386123361784309
163,t166,6.546853700224978
164,t165,4.3372581579610126
165,t164,4.7617736838038836
166,t163,3.7299962790516075
167,t162,4.441512785604884
168,t161,4.102140907298514
169,t160,3.7529889746673772
170,t3566,6.894764963485432
171,t169,3.9537897893684284
172,t168,6.0063773915167875
173,t2271,6.880418459093186
174,t3764,6.96873583871043
175,t3815,6.935085581402875
176,t2274,6.656016455273195
177,t2275,6.804372058114286
178,t2691,6.8954674355181
179,t2697,6.689220531758364
180,t2361,6.615880473524181
181,t2368,6.443367736347867
182,t3105,6.876293825912027
183,t3104,6.879571736183636
184,t570,5.889683198025134
185,t571,5.733795871189425
186,t572,5.068220913543203
187,t573,5.388998399246926
188,t574,5.10613436440797
189,t575,6.281522898836251
190,t576,5.152449537155546
191,t577,5.553959587306129
192,t578,6.135035630462545
193,t579,5.280942221153702
194,t2188,6.711925057568268
195,t2187,6.639552096351779
196,t2180,6.593497806493773
197,t2969,6.743682852692128
198,t2749,6.87096110890165
199,t2218,6.780392077326744
200,t3612,6.945786673759139
201,t2747,6.925075453981516
202,t2964,6.903915672445572
203,t2213,6.413894099543637
204,t2967,6.676671979027218
205,t888,6.589802329634047
206,t889,6.783126968834652
207,t1439,6.274980470233584
208,t1438,6.832243409040767
209,t880,5.4891713075788395
210,t1432,6.0101568463608634
211,t882,5.628162600562591
212,t883,6.503509319104146
213,t1437,6.0191830412617415
214,t1436,6.301358298435198
215,t886,6.002067377289891
216,t1434,6.486304353383356
217,t2987,6.804052106048782
218,t2982,6.84595337287048
219,t2981,6.911368790029018
220,t1569,6.776660957108754
221,t408,4.662728008154831
222,t409,5.356401173044485
223,t404,5.079070934554923
224,t405,6.586931652523628
225,t407,4.829222276260745
226,t400,4.885017240991336
227,t401,5.125976576565019
228,t402,6.08002507244645
229,t403,4.9004644235828
230,t1987,6.304387143330417
231,t979,5.801436357276387
232,t1328,6.444648761819214
233,t1327,6.431961370956547
234,t1326,6.084715952212297
235,t976,6.5273804178251575
236,t1324,5.885469636634372
237,t1323,5.934032660182526
238,t971,6.484245531985752
239,t972,6.257625833262951
240,t973,6.733248872420605
241,t1507,6.237087821296587
242,t1506,6.031724800502518
243,t1505,6.087168459989333
244,t1056,6.150427579408132
245,t1050,6.90415423226816
246,t1053,5.827044765959513
247,t1052,6.473947664770271
248,t1509,6.425926664524043
249,t1508,6.8028568892882335
250,t1189,5.8313994904426245
251,t1188,5.936064045513475
252,t2162,6.756360163545375
253,t1182,6.009493065106152
254,t1187,6.155238166386045
255,t1186,6.921008979676774
256,t1185,5.85506073038347
257,t1184,6.469956053442367
258,t1612,6.5003755224941235
259,t1610,6.0662655679429776
260,t1617,6.153982830300142
261,t1616,6.483552702451691
262,t1615,6.227682404806998
263,t1614,6.335186294941995
264,t1619,6.3775863611009544
265,t1929,6.757839004851104
266,t2349,6.9337013597839166
267,t1879,6.920366239502441
268,t916,5.884735429681383
269,t914,5.988323645734861
270,t3127,6.839702606332099
271,t667,6.1850121046498465
272,t660,6.8870684864702705
273,t913,6.291547524796176
274,t378,4.635170445393491
275,t379,5.004350528717315
276,t1923,6.676372221636226
277,t372,5.05824620421544
278,t373,5.778388202396955
279,t370,4.645689570265647
280,t371,6.036871161302131
281,t376,5.4004635042357405
282,t377,6.703787694559239
283,t374,4.748555815610437
284,t375,5.045199631216369
285,t2750,6.599435539184034
286,t2205,6.950131794852879
287,t2204,6.413048421333513
288,t3378,6.815808358766989
289,t2207,6.582639181618221
290,t1881,6.64192624233225
291,t1886,6.528819706408169
292,t3339,6.892213108097696
293,t2200,6.514233823515999
294,t2203,6.525225610480531
295,t2202,6.783754327206552
296,t2511,6.503313156027254
297,t2510,6.507258479349603
298,t2515,6.556722530179761
299,t799,6.0356400156534376
300,t2517,6.541096236287165
301,t794,5.427156067923586
302,t795,5.37273026376083
